Probe_name	Gene_Name	Gene_desc	Tumor_1_ERPos_expr	Tumor_2_ERNeg_expr
X69111_AT	ID3	"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein"	1055	94
U28368_AT	ID4	"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"	-46	240
M21188_AT	IDE	insulin-degrading enzyme	78	38
U62389_AT	IDH1	"isocitrate dehydrogenase 1 (NADP+), soluble"	187	127
X69433_AT	IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	1595	1036
U07681_AT	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	442	234
U87972_AT	IDH3B	Isocitrate dehydrogenase 3 (NAD+) beta	-30	-202
Z68129_CDS1_AT	IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma	680	1230
X17025_AT	IDI1	isopentenyl-diphosphate delta isomerase 1	-101	844
L13329_AT	IDS	iduronate 2-sulfatase (Hunter syndrome)	219	205
L40586_AT	IDS	iduronate 2-sulfatase (Hunter syndrome)	143	243
U66052_AT	IDS	iduronate 2-sulfatase (Hunter syndrome)	-55	92
M74715_S_AT	IDUA	"iduronidase, alpha-L-"	782	621
M95740_AT	IDUA	"iduronidase, alpha-L-"	-147	-87
M62831_AT	IER2	immediate early response 2	2023	10741
S81914_AT	IER3	immediate early response 3	1861	3123
M63838_S_AT	IFI16	"interferon, gamma-inducible protein 16"	204	233
X67325_AT	IFI27	"interferon, alpha-inducible protein 27"	729	8146
J03909_AT	IFI30	"interferon, gamma-inducible protein 30"	692	2144
L78833_CDS4_AT	IFI35	interferon-induced protein 35	271	157
U72882_S_AT	IFI35	interferon-induced protein 35	490	323
D28915_AT	IFI44	interferon-induced protein 44	935	767
AB000115_AT	IFI44L	interferon-induced protein 44-like	631	1750
U22970_RNA1_S_AT	IFI6	"interferon, alpha-inducible protein 6"	494	1525
M87789_S_AT	IFI6 /// IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31	"interferon, alpha-inducible protein 6 /// immunoglobulin heavy locus /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 2 (G2m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant gamma 4 (G4m marker) /// immunoglobulin heavy constant mu /// immunoglobulin heavy variable 4-31"	3219	5924
M24594_AT	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	699	281
M14660_AT	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	177	-53
U52513_AT	IFIT3	interferon-induced protein with tetratricopeptide repeats 3	308	400
U34605_AT	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	307	108
J04164_AT	IFITM1	interferon induced transmembrane protein 1 (9-27)	10292	9584
X57351_S_AT	IFITM2 /// IFITM3	interferon induced transmembrane protein 3 (1-8U) /// interferon induced transmembrane protein 2 (1-8D)	27265	26808
X57351_AT	IFITM2 /// IFITM3 /// LOC728048 /// LOC730637	interferon induced transmembrane protein 3 (1-8U) /// interferon induced transmembrane protein 2 (1-8D) /// hypothetical protein LOC728048 /// hypothetical protein LOC730637	3556	1042
J00210_RNA1_AT	IFNA1	"interferon, alpha 1"	-62	-340
J00209_F_AT	IFNA10	"interferon, alpha 10"	-100	-43
V00551_F_AT	IFNA10	"interferon, alpha 10"	-227	-4
X02958_AT	IFNA13 /// IFNA5 /// IFNA6	"interferon, alpha 5 /// interferon, alpha 6 /// interferon, alpha 13"	-21	102
V00533_RNA1_F_AT	IFNA14	"interferon, alpha 14"	43	-117
V00542_F_AT	IFNA14	"interferon, alpha 14"	-224	-11
M28585_F_AT	IFNA16	"interferon, alpha 16"	-14	-5
V00532_RNA1_F_AT	IFNA17	"interferon, alpha 17"	-44	-105
J00207_RNA2_AT	IFNA2	"interferon, alpha 2"	170	189
J00212_F_AT	IFNA21	"interferon, alpha 21"	330	252
M27318_F_AT	IFNA4	"interferon, alpha 4"	4	-114
X02956_AT	IFNA5	"interferon, alpha 5"	10	21
K01900_AT	IFNA8	"interferon, alpha 8"	28	90
J03171_AT	IFNAR1	"interferon (alpha, beta and omega) receptor 1"	133	207
L42243_CDS1_AT	IFNAR2	"interferon (alpha, beta and omega) receptor 2"	157	243
V00535_RNA2_S_AT	IFNB1	"interferon, beta 1, fibroblast"	67	-16
J00219_S_AT	IFNG	"interferon, gamma"	24	-15
V00536_RNA1_AT	IFNG	"interferon, gamma"	207	36
U19247_RNA1_S_AT	IFNGR1	interferon gamma receptor 1	264	483
U05875_AT	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	1364	1122
X58822_RNA1_S_AT	IFNW1	"interferon, omega 1"	-280	-23
Y10313_AT	IFRD1	interferon-related developmental regulator 1	168	238
U73167_CDS5_AT	IFRD2	interferon-related developmental regulator 2	525	600
U20362_AT	IFT88	intraflagellar transport 88 homolog (Chlamydomonas)	-140	69
Y08915_AT	IGBP1	immunoglobulin (CD79A) binding protein 1	656	212
X57025_AT	IGF1	insulin-like growth factor 1 (somatomedin C)	181	-23
X04434_AT	IGF1R	insulin-like growth factor 1 receptor	550	85
J03242_S_AT	IGF2	insulin-like growth factor 2 (somatomedin A)	834	460
M17863_S_AT	IGF2	insulin-like growth factor 2 (somatomedin A)	523	486
U97188_AT	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	65	16
Y00285_S_AT	IGF2R	insulin-like growth factor 2 receptor	1022	893
M86826_AT	IGFALS	"insulin-like growth factor binding protein, acid labile subunit"	-351	-1029
M74587_RNA1_S_AT	IGFBP1	insulin-like growth factor binding protein 1	189	320
S37730_S_AT	IGFBP2	"insulin-like growth factor binding protein 2, 36kDa"	888	2021
M35878_AT	IGFBP3	insulin-like growth factor binding protein 3	756	1359
M62403_S_AT	IGFBP4	insulin-like growth factor binding protein 4	2636	1984
L27559_S_AT	IGFBP5	insulin-like growth factor binding protein 5	394	-15
L27560_AT	IGFBP5	insulin-like growth factor binding protein 5	5428	1170
M62782_S_AT	IGFBP5	insulin-like growth factor binding protein 5	231	-211
M65062_AT	IGFBP5	insulin-like growth factor binding protein 5	299	-150
M62402_AT	IGFBP6	insulin-like growth factor binding protein 6	297	-5
J00220_CDS4_AT	IGHA1	"Immunoglobulin epsilon chain constant region=membrane-bound form {M:A, alternatively spliced, exon C4, membrane domain exon 1} [human, B cell myeloma U-266, mRNA Partial, 230 nt] /// Immunoglobulin heavy constant alpha 1 /// Epsilon , IgE=membrane-bound IgE, epsilon m/s isoform {alternative splicing} [human, mRNA Partial, 216 nt]"	226	-104
L00022_S_AT	IGHA1	Immunoglobulin heavy constant alpha 1	-413	-208
M62628_S_AT	IGHA1	Immunoglobulin heavy constant alpha 1	42	153
J00220_CDS5_AT	IGHA1 /// IGHA2	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker)	61	-66
M85220_AT	IGHA1 /// IGHA2	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker)	-288	-119
S71043_RNA1_S_AT	IGHA1 /// IGHA2	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker)	14648	4337
M21388_AT	IGHA1 /// IGHD /// IGHG1 /// IGHM /// ZCWPW2	"immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant delta /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant mu /// zinc finger, CW type with PWWP domain 2"	-122	-9
M21388_R_AT	IGHA1 /// IGHD /// IGHG1 /// IGHM /// ZCWPW2	"immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant delta /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant mu /// zinc finger, CW type with PWWP domain 2"	1410	-1550
K02882_CDS1_S_AT	IGHD	immunoglobulin heavy constant delta	589	-330
M37485_CDS1_AT	IGHD	immunoglobulin heavy constant delta	-234	-304
U24683_AT	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	511	-427
V00563_AT	IGHM	immunoglobulin heavy constant mu	1346	648
X58529_AT	IGHM	immunoglobulin heavy constant mu	172	315
L14754_AT	IGHMBP2	immunoglobulin mu binding protein 2	517	456
M12759_AT	IGJ	"immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides"	375	258
M63438_S_AT	IGKC /// IGKV1-5 /// IGKV2-24	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5 /// immunoglobulin kappa variable 2-24	19658	4354
Z00010_AT	IGKV1D-13	immunoglobulin kappa variable 1D-13	-171	-236
D87017_CDS3_AT	IGL@	Immunoglobulin lambda locus	815	903
D87024_AT	IGL@	Immunoglobulin lambda locus	691	826
X51755_CDS5_S_AT	IGL@	immunoglobulin lambda locus	2	-452
X57809_AT	IGL@	immunoglobulin lambda locus	290	9
D87023_CDS2_AT	IGL@ /// IGLC1 /// IGLV3-21 /// RPL14	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// ribosomal protein L14 /// immunoglobulin lambda variable 3-21	267	-106
M34516_R_AT	IGL@ /// IGLV3-21	immunoglobulin lambda locus /// immunoglobulin lambda variable 3-21	13494	2977
X57809_S_AT	IGL@ /// IL8 /// IVD	immunoglobulin lambda locus /// interleukin 8 /// isovaleryl Coenzyme A dehydrogenase	2217	691
M27749_R_AT	IGLL1	immunoglobulin lambda-like polypeptide 1	740	-590
M34516_AT	IGLL1 /// LOC91316	"immunoglobulin lambda-like polypeptide 1 /// similar to bK246H3.1 (immunoglobulin lambda-like polypeptide 1, pre-B-cell specific)"	22219	1892
Z33642_AT	IGSF2	"immunoglobulin superfamily, member 2"	-1	-75
L38517_AT	IHH	Indian hedgehog homolog (Drosophila)	-27	-235
D87452_AT	IHPK1	inositol hexaphosphate kinase 1	731	374
S74221_AT	IK	"IK cytokine, down-regulator of HLA II"	411	252
D63485_AT	IKBKE	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	838	1353
U40462_AT	IKZF1	IKAROS family zinc finger 1 (Ikaros)	24	-18
U16720_RNA1_S_AT	IL10	interleukin 10	232	143
U00672_AT	IL10RA	"interleukin 10 receptor, alpha"	220	235
Z17227_AT	IL10RB	"interleukin 10 receptor, beta"	223	405
X58377_AT	IL11	interleukin 11	42	120
U32324_AT	IL11RA	"interleukin 11 receptor, alpha"	276	264
M65291_AT	IL12A	"interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)"	-93	58
M65290_AT	IL12B	"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)"	65	240
U03187_AT	IL12RB1	"interleukin 12 receptor, beta 1"	-57	-378
U64198_AT	IL12RB2	"interleukin 12 receptor, beta 2"	-32	296
U31120_RNA1_AT	IL13	interleukin 13	219	310
Y10659_AT	IL13RA1	"interleukin 13 receptor, alpha 1"	156	195
U70981_AT	IL13RA2	"interleukin 13 receptor, alpha 2"	-97	-39

U14407_AT	IL15	interleukin 15	47	79
U31628_AT	IL15RA	"interleukin 15 receptor, alpha"	-499	376
M90391_S_AT	IL16	interleukin 16 (lymphocyte chemoattractant factor)	-69	126
U32659_AT	IL17A	interleukin 17A	131	76
D49950_AT	IL18	interleukin 18 (interferon-gamma-inducing factor)	133	15
U43672_AT	IL18R1	interleukin 18 receptor 1	48	-27
M28983_AT	IL1A	"interleukin 1, alpha"	388	248
X04500_AT	IL1B	"interleukin 1, beta"	-56	-301
M27492_AT	IL1R1	"interleukin 1 receptor, type I"	321	750
X59770_AT	IL1R2	"interleukin 1 receptor, type II"	264	94
D12763_AT	IL1RL1	interleukin 1 receptor-like 1	-90	117
U49065_AT	IL1RL2	interleukin 1 receptor-like 2	68	170
X53296_S_AT	IL1RN	interleukin 1 receptor antagonist	401	-40
S77835_S_AT	IL2	interleukin 2	-67	-269
X00695_S_AT	IL2	interleukin 2	-77	17
M14158_CDS4_AT	IL23A	"Interleukin 23, alpha subunit p19 /// T-cell receptor active beta-chain (V12-D-J-C) mRNA, clone PL4.2 /// T-cell receptor active beta-chain (V5-D-J-C) mRNA, clone PL2.5 /// T-cell receptor active beta-chain (V9-D-J-C) mRNA, clone PL2.6 /// T-cell receptor active beta-chain (V5-D-J-C) mRNA, clone PL4.16 /// T-cell receptor rearranged beta-chain V-region (V-D-J) mRNA, clone ph34 /// T-cell receptor rearranged alpha chain mRNA V-region (cell line B5.62)"	103	414
U66059_CDS7_AT	IL23A	"T-cell receptor active beta-chain (V1-D-J-C) mRNA, clone PL5.2 /// Interleukin 23, alpha subunit p19"	434	300
U16261_AT	IL24	interleukin 24	-57	-133
X01057_AT	IL2RA	"interleukin 2 receptor, alpha"	-21	-35
M26062_AT	IL2RB	"interleukin 2 receptor, beta"	28	22
D11086_AT	IL2RG	"interleukin 2 receptor, gamma (severe combined immunodeficiency)"	31	874
M20137_AT	IL3	"interleukin 3 (colony-stimulating factor, multiple)"	81	311
M59807_AT	IL32	interleukin 32	979	1284
D49410_AT	IL3RA	"interleukin 3 receptor, alpha (low affinity)"	710	834
M13982_AT	IL4	interleukin 4	-192	-558
X81851_S_AT	IL4	interleukin 4	3	-209
X52425_AT	IL4R	interleukin 4 receptor	747	637
X04688_AT	IL5	"interleukin 5 (colony-stimulating factor, eosinophil)"	-61	-28
X61177_AT	IL5RA	"interleukin 5 receptor, alpha"	-21	-195
X04602_S_AT	IL6	"interleukin 6 (interferon, beta 2)"	12	219
Y00081_S_AT	IL6	"interleukin 6 (interferon, beta 2)"	-30	48
M20566_AT	IL6R	interleukin 6 receptor	-97	51
X58298_S_AT	IL6R	interleukin 6 receptor	-158	-339
M57230_AT	IL6ST	"interleukin 6 signal transducer (gp130, oncostatin M receptor)"	-186	-62
J04156_AT	IL7	interleukin 7	-34	-137
M29696_AT	IL7R	interleukin 7 receptor	-369	789
M28130_RNA1_S_AT	IL8	interleukin 8	-85	126
X77737_AT	IL8	interleukin 8	-133	13
Y00787_S_AT	IL8	interleukin 8	32	139
U11870_RNA1_AT	IL8RA	"interleukin 8 receptor, alpha"	92	106
L19593_AT	IL8RB	"interleukin 8 receptor, beta"	156	157
U11872_AT	IL8RB	"interleukin 8 receptor, beta"	358	543
U11875_S_AT	IL8RB	"interleukin 8 receptor, beta"	270	-12
U11877_AT	IL8RB	"interleukin 8 receptor, beta"	282	150
U11878_AT	IL8RB	"interleukin 8 receptor, beta"	76	55
M30135_AT	IL9	interleukin 9	-234	-231
L39064_RNA1_AT	IL9R /// LOC729486	interleukin 9 receptor /// similar to Interleukin-9 receptor precursor (IL-9R) (CD129 antigen)	60	-484
U10323_AT	ILF2	"interleukin enhancer binding factor 2, 45kDa"	1096	2000
U10324_AT	ILF3	"interleukin enhancer binding factor 3, 90kDa"	8	693
U40282_AT	ILK	integrin-linked kinase	1028	640
U61263_AT	ILVBL	ilvB (bacterial acetolactate synthase)-like	988	305
L42572_AT	IMMT	"inner membrane protein, mitochondrial (mitofilin)"	884	680
X66922_AT	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1	-57	32
J05272_AT	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1	813	1054
L33842_RNA1_AT	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2	1826	834
S78296_AT	INA	"internexin neuronal intermediate filament protein, alpha"	287	295
M34455_AT	INDO	"indoleamine-pyrrole 2,3 dioxygenase"	393	721
M13981_AT	INHA	"inhibin, alpha"	361	167
X04445_RNA1_S_AT	INHA	"inhibin, alpha"	-398	-593
D17357_AT	INHBA	"inhibin, beta A (activin A, activin AB alpha polypeptide)"	-340	30
J03634_AT	INHBA	"inhibin, beta A (activin A, activin AB alpha polypeptide)"	0	-48
X57579_S_AT	INHBA	"inhibin, beta A (activin A, activin AB alpha polypeptide)"	746	431
M31682_AT	INHBB	"inhibin, beta B (activin AB beta polypeptide)"	-421	-337
L08488_AT	INPP1	inositol polyphosphate-1-phosphatase	-16	-142
U26398_AT	INPP4A	"inositol polyphosphate-4-phosphatase, type I, 107kDa"	85	-42
U96922_AT	INPP4B	"inositol polyphosphate-4-phosphatase, type II, 105kDa"	291	24
X77567_S_AT	INPP5A	"inositol polyphosphate-5-phosphatase, 40kDa"	40	251
Z31695_AT	INPP5A	"inositol polyphosphate-5-phosphatase, 40kDa"	57	-123
M74161_AT	INPP5B	"inositol polyphosphate-5-phosphatase, 75kDa"	-105	-10
U57650_AT	INPP5D	"inositol polyphosphate-5-phosphatase, 145kDa"	566	414
U45974_AT	INPP5E	"inositol polyphosphate-5-phosphatase, 72 kDa"	826	960
L36818_AT	INPPL1	inositol polyphosphate phosphatase-like 1	2201	3327
J00268_S_AT	INS	insulin	1014	-55
V00565_S_AT	INS	insulin	58	-387
L15440_AT	INS /// INS-IGF2	insulin /// insulin- insulin-like growth factor 2	-673	-1282
S73205_AT	INSAF	insulin activator factor (insulin control element-binding transcription factor)	13	-3
L34838_AT	INSL4	insulin-like 4 (placenta)	-364	-576
M93119_AT	INSM1	insulinoma-associated 1	30	79
M10051_S_AT	INSR	insulin receptor	66	73
X02160_AT	INSR	insulin receptor	502	270
U12897_AT	IPW	imprinted in Prader-Willi syndrome	25	39
D25278_AT	IQCB1	IQ motif containing B1	65	782
D29640_S_AT	IQGAP1	IQ motif containing GTPase activating protein 1	224	319
L33075_AT	IQGAP1	IQ motif containing GTPase activating protein 1	1711	1551
U51903_AT	IQGAP2	IQ motif containing GTPase activating protein 2	752	276
L76191_AT	IRAK1	interleukin-1 receptor-associated kinase 1	1530	1455
L05072_S_AT	IRF1	interferon regulatory factor 1	331	428
X15949_AT	IRF2	interferon regulatory factor 2	237	115
Z56281_AT	IRF3	interferon regulatory factor 3	1034	1047
D78261_AT	IRF4	interferon regulatory factor 4	-63	-103
U52682_AT	IRF4	interferon regulatory factor 4	-24	-77
U51127_AT	IRF5	interferon regulatory factor 5	2116	824
U53830_AT	IRF7	interferon regulatory factor 7	1174	256
M91196_AT	IRF8	interferon regulatory factor 8	-149	-100
S62539_AT	IRS1	insulin receptor substrate 1	392	127
S85963_AT	IRS1	insulin receptor substrate 1	-50	-220
U90306_AT	IRX4	iroquois homeobox protein 4	409	296
U90304_AT	IRX5	iroquois homeobox protein 5	776	13
U47101_AT	ISCU	iron-sulfur cluster scaffold homolog (E. coli)	1956	508
M13755_AT	ISG15	ISG15 ubiquitin-like modifier	1107	754
U88964_AT	ISG20	interferon stimulated exonuclease gene 20kDa	398	333
M87503_AT	ISGF3G	"interferon-stimulated transcription factor 3, gamma 48kDa"	1939	5410
U07559_AT	ISL1	"ISL1 transcription factor, LIM/homeodomain, (islet-1)"	61	41
X68742_AT	ITGA1	"integrin, alpha 1"	94	185
M28249_AT	ITGA2	"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"	285	129
J02963_AT	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	246	88
M34344_AT	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	277	29
M59911_AT	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	69	25
X16983_AT	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"	-26	49
X06256_AT	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"	-170	-122
X53586_RNA1_AT	ITGA6	"integrin, alpha 6"	114	943
X74295_AT	ITGA7	"integrin, alpha 7"	809	177
L36531_AT	ITGA8	"integrin, alpha 8"	533	461
D25303_AT	ITGA9	"integrin, alpha 9"	391	346
U40279_AT	ITGAD	"integrin, alpha D"	826	220
L25851_AT	ITGAE	"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)"	530	158
Y00796_AT	ITGAL	"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)"	-148	345
J03925_AT	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"	32	106
M14648_AT	ITGAV	"integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)"	-3	-124
M81695_S_AT	ITGAX	"integrin, alpha X (complement component 3 receptor 4 subunit)"	560	811
U33880_AT	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	-70	-22
X07979_AT	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	4785	6323
AF012024_S_AT	ITGB1BP1	integrin beta 1 binding protein 1	176	234
M15395_AT	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	181	2464
X64072_S_AT	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	-18	524
M35999_AT	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"	-15	83
S70348_AT	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"	222	163
U37139_AT	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	191	232
X53587_AT	ITGB4	"integrin, beta 4"	50	1207
J05633_AT	ITGB5	"integrin, beta 5"	949	1069
X53002_S_AT	ITGB5	"integrin, beta 5"	798	698
M35198_AT	ITGB6	"integrin, beta 6"	87	28
S80335_AT	ITGB7	"integrin, beta 7"	-207	-288
M73780_AT	ITGB8	"integrin, beta 8"	153	203
X16260_S_AT	ITIH1	inter-alpha (globulin) inhibitor H1	100	-14
X07173_AT	ITIH2	inter-alpha (globulin) inhibitor H2	-33	185
X14690_S_AT	ITIH3	inter-alpha (globulin) inhibitor H3	-51	50
D38535_AT	ITIH4	inter-alpha (globulin) inhibitor H4 (plasma Kallikrein-sensitive glycoprotein)	1092	913
D13720_S_AT	ITK	IL2-inducible T-cell kinase	77	223
L10717_AT	ITK	IL2-inducible T-cell kinase	84	-11
U51336_AT	ITPK1	"inositol 1,3,4-triphosphate 5/6 kinase"	1913	1082
X54938_AT	ITPKA	"inositol 1,4,5-trisphosphate 3-kinase A"	219	710
X57206_AT	ITPKB	"inositol 1,4,5-trisphosphate 3-kinase B"	99	1159
Y11999_AT	ITPKC	"inositol 1,4,5-trisphosphate 3-kinase C"	9	-182
D26070_AT	ITPR1	"inositol 1,4,5-triphosphate receptor, type 1"	923	123
U23850_S_AT	ITPR1	"inositol 1,4,5-triphosphate receptor, type 1"	77	177
D26350_AT	ITPR2	"inositol 1,4,5-triphosphate receptor, type 2"	910	169
U01062_AT	ITPR3	"inositol 1,4,5-triphosphate receptor, type 3"	64	-50
U61166_AT	ITSN1	intersectin 1 (SH3 domain protein)	147	15
U61167_AT	ITSN2	intersectin 2	-74	186
M34192_AT	IVD	isovaleryl Coenzyme A dehydrogenase	362	197
M13903_AT	IVL	involucrin	-135	-6
U61276_S_AT	JAG1	jagged 1 (Alagille syndrome)	210	456
U73936_AT	JAG1	jagged 1 (Alagille syndrome)	192	420
M64174_AT	JAK1	Janus kinase 1 (a protein tyrosine kinase)	229	283
U09607_AT	JAK3	"Janus kinase 3 (a protein tyrosine kinase, leukocyte)"	148	-255
S66431_AT	JARID1A	"jumonji, AT rich interactive domain 1A"	771	36
L25270_AT	JARID1C	"jumonji, AT rich interactive domain 1C"	-262	406
U52191_S_AT	JARID1D	"jumonji, AT rich interactive domain 1D"	-77	9
U57592_AT	JARID2	"jumonji, AT rich interactive domain 2"	340	217
L40411_AT	JMJD1C	jumonji domain containing 1C	-30	119
Z70219_AT	JMJD2A	jumonji domain containing 2A	344	407
D31884_AT	JOSD1	Josephin domain containing 1	501	918
U24169_AT	JTV1	JTV1 gene	646	-126
J04111_AT	JUN	jun oncogene	153	468
U20734_S_AT	JUNB	jun B proto-oncogene	489	1116
X51345_AT	JUNB	jun B proto-oncogene	2428	3803
X56681_S_AT	JUND	jun D proto-oncogene	8242	3704
Z68228_S_AT	JUP	junction plakoglobin	2337	2142
M97252_AT	KAL1	Kallmann syndrome 1 sequence	108	101
X60299_S_AT	KAL1	Kallmann syndrome 1 sequence	142	92
D31890_AT	KARS	lysyl-tRNA synthetase	2917	3201
M85217_AT	KCNA3	"potassium voltage-gated channel, shaker-related subfamily, member 3"	-169	-161
M60450_S_AT	KCNA4	"potassium voltage-gated channel, shaker-related subfamily, member 4"	-82	329
M55513_S_AT	KCNA5	"potassium voltage-gated channel, shaker-related subfamily, member 5"	-26	-13
X17622_AT	KCNA6	"potassium voltage-gated channel, shaker-related subfamily, member 6"	176	426
L39833_AT	KCNAB1	"potassium voltage-gated channel, shaker-related subfamily, beta member 1"	104	-17
U33429_AT	KCNAB2	"potassium voltage-gated channel, shaker-related subfamily, beta member 2"	-747	-572
L02840_AT	KCNB1	"potassium voltage-gated channel, Shab-related subfamily, member 1"	8	122
M64676_AT	KCNC4	"potassium voltage-gated channel, Shaw-related subfamily, member 4"	-229	-203
U04270_AT	KCNH2	"potassium voltage-gated channel, subfamily H (eag-related), member 2"	207	62
U65406_RNA4_AT	KCNJ1	"potassium inwardly-rectifying channel, subfamily J, member 1"	-50	74
U52155_AT	KCNJ10	"potassium inwardly-rectifying channel, subfamily J, member 10"	-150	-8
D50582_AT	KCNJ11	"potassium inwardly-rectifying channel, subfamily J, member 11"	178	52
L36069_AT	KCNJ12	"potassium inwardly-rectifying channel, subfamily J, member 12"	-180	-380
U73191_AT	KCNJ15	"potassium inwardly-rectifying channel, subfamily J, member 15"	35	46
Y13896_AT	KCNJ15	"potassium inwardly-rectifying channel, subfamily J, member 15"	1	-13
U16861_AT	KCNJ2	"potassium inwardly-rectifying channel, subfamily J, member 2"	53	273
U39196_AT	KCNJ3	"potassium inwardly-rectifying channel, subfamily J, member 3"	22	8
S72503_S_AT	KCNJ4	"potassium inwardly-rectifying channel, subfamily J, member 4"	650	1289
U24056_S_AT	KCNJ4	"potassium inwardly-rectifying channel, subfamily J, member 4"	251	396
U52154_AT	KCNJ5	"potassium inwardly-rectifying channel, subfamily J, member 5"	153	144
U52153_AT	KCNJ6	"potassium inwardly-rectifying channel, subfamily J, member 6"	121	-2
D50312_AT	KCNJ8	"potassium inwardly-rectifying channel, subfamily J, member 8"	-73	18
U52152_AT	KCNJ9	"potassium inwardly-rectifying channel, subfamily J, member 9"	-234	50
U33632_AT	KCNK1	"potassium channel, subfamily K, member 1"	135	208
U90065_S_AT	KCNK1	"potassium channel, subfamily K, member 1"	233	-373
U02632_AT	KCNMA1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	309	239
U11717_S_AT	KCNMA1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	291	-324
U13913_S_AT	KCNMA1	"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"	43	91
U25138_AT	KCNMB1	"potassium large conductance calcium-activated channel, subfamily M, beta member 1"	199	-73
Y08263_AT	KCNN3	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"	-237	35
AF003743_AT	KCNQ1	"potassium voltage-gated channel, KQT-like subfamily, member 1"	137	-198
U40990_AT	KCNQ1	"potassium voltage-gated channel, KQT-like subfamily, member 1"	172	159
D82346_AT	KCNQ2	"potassium voltage-gated channel, KQT-like subfamily, member 2"	-456	-246
D79998_AT	KCTD2	potassium channel tetramerisation domain containing 2	-33	202
X55885_AT	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	51	755
M88458_AT	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	762	1034
L04947_AT	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	-450	-483
D50922_AT	KEAP1	kelch-like ECH-associated protein 1	208	-29
M64934_AT	KEL	"Kell blood group, metallo-endopeptidase"	286	512
